COMMENT_ID,TEXT,IS_TOXIC
LXsrJHIr,Absolutely spineless,0
vI3PVhaf,M easles A re H ere A gain...,0
PDHWKAcK,Senator Kennedy is the Scott Bessent of health care 😒.,0
7SIOzrqR,"I think if everyone had this in their ear all the time, we would all be happy and nice to one another!",1
yztjoOEZ,"You Yanks have absolutely no idea what you are dealing with. 
It,s not so much the wizards of my upper classes, it is the witches we are concerned about. These liberal white witches are seriously evil and twisted. 
We working-class Brits have and want nothing to do with them.
 It is now common knowledge that the Fabian Society runs the US Democrat Party.
 It is also common knowledge that the Imperial British Empire has run the USA for over a 100 years give or take. 
So what is the story with our King then ? Why is he such a wet blanket or limp biscuit ? 
Well unless he does something extraordinary or grows a pair we want him gone. 
Defender of the Faith ?   Give me a break.
 Now here is where we are right now in Britain and the USA. Both countries have a problem with the southern border.
 In Britain the native population sits at 46 Million people. The official census last year counted 70 Million. ( some say 67, others say, 68/69 ) Even counting a population is a problem in broken Britain. 
But here is the Kicker !! 
The Supermarkets and sewage farms say that there are 96 Million people living in Britain. Yet !! The King sits and watches this country go to the dogs.
 Never has a Monarch behaved this way since the Magna Carta.",0
NTp06Hr0,i am fan:face-blue-smiling: love it im so happy for you,1
JsIxayUE,Ra ka chi ki cha ka chi ki cha ka chi ki cha...!!!,0
9N5oPHck,Remember this is the same maga man who confirmed RFk 😮😂😂,0
zCqSpcdt,67,1
YwyhX211,Great,1
KB5vayYz,Idiots believe what they are paid to believe,0
0uGN3MJt,Who cares if he thinks trump thinks they’re safe? He also thinks we can clean are blood with bleach. RFK knows less than trump medically. Please get your vaccinations! 💉,0
vFhQXZqJ,There's no ads in this video,1
JosarDRw,Hope everyone is doing wonderful.,1
SV1wwQQj,This music and comments gives me hope that tommorow's gonna be better and keeps me hopeful. Thanks very much. This is the first time I have gotten love from strangers and it mattered.,1
x13CriGH,I didn’t feel relaxed!,1
yVjGbSvS,Spineless,0
tm82xBXj,❤❤❤,1
RO45CteJ,"RRK says to forget about vaccines. RfK JR believes if we all drink from him and flow through his American Canyon, everyone will be healed from all ailments.",0
VaDLtFdL,"Amazing ❤
And thanks for 20 subscribers😊",1
zX98poUG,"This administration’s approach feels like constant political retaliation rather than responsible governance.
Senator Cassidy, you were elected to advocate for your constituents—please do your job.
Your actions suggest you are prioritizing loyalty to a president who has shown little concern for the wellbeing of American citizens.
If you oppose the ACA, then present a serious, workable alternative. You and your colleagues have had years to develop one, yet have offered only criticism rather than solutions.",0
ijyPm0kn,"The experts, say. Where have I heard that before. Oh yeah back in the seventies when they were saying that oil and coal and all are fossil fuels were going to be depleted by 1990. And gas is going to be $5 a gallon by 1980. That's what they're experts said. Why because they wanted them to say it. Why do they want them to say it so they could bring in a nationwide 55 mile an hour speed limit. Why did they want to 55 Mi an hour speed limit period to conserve fuel so they can fill up the Quarry salt quarries that they bought up in the late seventies around New Orleans. Where they hold the reserves. They can get their damn experts to say whatever they want damn just say it because they're all broke. You can buy study saying that turds are tasty in prayer of nutritious meal if you got enough money the experts will back you up",0
bLPsxbGE,"De ce mi-ați pus chenarul, că vizionam in continuare ca pina acum fără chenar.Mulțumesc ❤",1
0G2UHf3W,"Coward Cassidy. ""I won't speak against it but talk to your own doctor and don't listen to our healthcare information.""",0
P3iN4SDK,Spineless idiot,0
isBFGifk,"Cassidy is spineless hypocrite.. what rfkjr has done to destroy CDC and science research is already part of the vile story of trump regime abandonment of working Americans. Cassidy's failure to seek facts, especially as a doctor, is odious. . as for healthcare plan--he's had ten years to recommend policy. Epic fail.",0
DtCBRrpb,🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,1
S4jHJeIA,Im still here each and every night 🌙 ✌️ 🥶,1
lWVklBYd,"How to impeach or to force RFK Jr.to  resign ASAP to save your people , doctor Republican?",0
1gFqkhCr,"The fact that he kept on saying and Donald Trump agrees, just tells you where is mind is at, it's all political at the expense of the American people for a qualified Dr to be the breaking vote to confirm RFK is a shame and he should resign out of shame for that alone.",0
nT1gd0GM,"not Sunny of course, that's outta Bucks like Enormousd",0
PK1SonwH,"Bill Cassidy, you are such a coward!! You are more worried about Trump being upset with you instead of calling out what is obviously wrong. People like you, who put partisanship ahead of the health of our country. You should be ashamed of yourself",0
0WnV8vWq,"Hello. If you’re reading this, you matter. It may not seem like it right now but your bright and funny soul is completely worth anything in this world. Now,it’s time for you to have the best sleep of your life. What are you waiting for?! Stop reading this and have an AMAZING sleep!",1
NP9VeQWC,"It's rich, Jake calling someone a liar.",0
QOzxoFXq,"Hats off to Sen Cassidy, he is not ashamed of proudly acknowledge he will never stop kissing Trump's big fat ....",0
O6L232ld,Well if Cassidy is on CNN speaking about JFK then it must be negative.  That is the only people that CNN allows on their network.  Pure propaganda against the GOP is all that CNN does.  Don't believe me - then watch them.,0
rcDXySQS,This music relieved my stress today after a horrible day thank you. If you are reading this just know you are loved and cared for and you have a loving family.,1
AiydpLeL,48:29   ik  snap het niet     😢 49:12 😢🤔 49:50 🤔sorry 😞 😔,1
jf1RVQrw,"Turns out vaccines don’t cause autism, the Kennedy family warns people against RFK tells you everything. All these politicians backpedaling in rhetoric after cutting healthcare giving tax cuts ultra wealthy all because midterms are coming.",0
MlStN4D4,This is perfe,1
LMIgk343,This reminds of being in waiting rooms with white walls and that one type of carpet,1
zIsnohNN,Any one here can talk with me bcuz I don't have any one to express my feelings,1
e8Q7oG8U,Thanks Jake for pushing him to answer a question like a toddler tries to push over a stuff bunny rabbit.,0
YRRe1vA4,Anyone here November 11 like,1
OOeBTX9E,November 2025,1
enQTppC4,11.11.25,1
tW23PUyH,"RFK, Jr has no idea about anything in regard to health. Remove him from his position!!",0
hEeA9Uzf,Liar liar pants on fire!,0
sDUjvP1K,Liar!,0
tToahW9j,"Who cares what Cassidy thinks?

He lets it happen.",0
rp2h7ZK5,I am meditating to this for telekinesis and to just like chill out,1
7gTDYj9P,This is one video relaxation soothing sound I can listen to daily and nightly after busy days!!!,1
lPIL9bJN,The Just In: New Evidence Indicates Brainworms are Contagious. Stay Tuned for More Broken News.,0
K0LlhNuD,The medical prof ignore him. It’s bollocks. RFK is a dick head.,0
getxobVO,What a coward!,0
HPWyC0rI,Coward,0
9ZYUWXMR,"ObamaCare is not the right name. Republicans cut one leg out of Obama's plan, which included a Public Option. As the senator stated, 20% of the subsidies go to profit and corporate overhead, which could be eliminated by including the Public Option. Also, Rick Scott has a plan? The same Rick Scott who commited the largest MediCare fraud in history? Ha!",0
KFZGxCDz,This is a perfect music to calm me down.,1
KxclhNvz,"Can we just admit, every politician out of Louisiana is an idiot?",0
3YfOldcF,"@thelearnedman3148  

same answer as for  MAGAMORON:  ""@danielmanly4793   ""

FALSE !   Arguing like you, if senate declares and confirmes that  MONKEYS are allowed to run the country (or part of it) they are qualified. They are not !   At best, they are legally confirmed (NOT QUALIFIED)

IRONICALLY, your position is similar to that of a guy named CALIGULA who wanted to ""confirm"" as prime minister INCITATUS  (his beloved HORSE).

Good luck ""usa"" (once USA)

L.B. (MA  eco&fin)",0
ndwAEYvK,It is so sad that American people have to protect our families by investigation our self  why should we as Taxpayer paying group fools to tell us what to do ！,0
TNdigEVw,"Answer the question. Did he lie to you?  The answer is yes.  Next.  Notice that this male interviewer doesn’t have the balls that the female interviewers have. He should’ve said please answer my question.  He lied to you, didn’t he?  Yes, or no did he lie to you?  Instead, he changes the subject along with Cassidy.  It’s disgusting.",0
permT3vO,"Did he say under his plan if a person has a $5000 deductible, that he’d have a $1000 or $2000 health savings account that will pay for it.  Is everyone in Trump’s regime math impaired?",0
bbUFOkhj,1:00:02 wow  1:00:02  in mijn bed 🎉🎉🎉🎉🎉🎉 1:01:15,1
NlV8UWeX,He knew then that RFK was unqualified and dangerous and he voted him in anyway.,0
1Jt6h2Ip,Omg this is biurifool😊,1
Lttn5YZm,Everything was explained clearly.,1
fokfnGZw,"COVID vaccines caused deadly blood clots, clots that resulted in amputations, and bells palsy, but no one will discuss this on CNN",0
HVn7jGOx,"This is such a vibe! The music, visuals, and mood all come together so beautifully  really touched me. 🙌✨",1
lzK0iGWj,@KrishThakur-r2v 🫂,1
fhBEnyvS,I love you.,1
DjeGdd9a,ةبليل,1
iTLPoJBo,What a POS,0
8BhoJ24T,“Americans will be able to get SNAP to purchase my personally wrapped roadkill meat”. 😂,0
O0qTKVly,Two twatwaffles on screen.,0
gfo3hjii,Bill Cassidy has no spine. How shameful. Always reminding people that he's a doctor.....smh. Any market-based plan is unsustainable. Medicare for all!,0
PjkYvC4y,Jake's lost his bearings & marbles in this interview.,0
uUBwYlv1,It's legal to lie to Senator Cassidy.,0
0EiwagvA,Cassidy is a hypocrite. I lost all respect for him when he capitulated to RFK at the hearing. He is just another MAGA HACK,0
dUKELeAC,59:05 wow al bijna 🎉,1
UB1sRtKp,My go to when I bake up.,1
usdJeW06,She’s even dumber with the big hair.,0
WEB2Swgf,Done...,1
3m7SQxIM,"RFK should not have been confirmed. He is the health secretary. He should NOT have been confirmed. ACA should be extended. How do you make sure there are fixed rates of healthcare costs.  There is no plan, stop making the public worry. There should be some guarantee of an extension to stop the fear and worry.",0
5erKnjWx,Kennedy is putting people in front of deaths door. Why is he being so calm and nice to Kennedy when people are dying? This guy is a wimp. He is not fighting for us.,0
wDh9bz6c,I love you all. I'm from Egypt.😘🥺🫶,1
g7ZgSKfu,So why not ask to have Kennedy removed. He took an oath to save lives.,0
NMhROIG7,Praying and sending healing thoughts and prayers to anyone who is struggling ❤,1
YYWvNlrH,"🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹
https://youtu.be/17U29fOZ7dM?si=eDuBDlX0sbkarb4j",0
2uFns7t0,What a coward,0
uPcPE5w4,"$2,000 won't cover shite . This is disgusting . Dementia Don has no clue.",0
0hncBHjN,No trump does not believe vaccines are safe,0
7rMgmhvM,Helping me wind down on a sunday night ❤i hope its helping you too 😊,1
iMx0h3qh,"The GOP is a party committed to death, mendacity, hate, lawlessness, fascism, evil. Everything is done in the service and to benefit a corrupt and evil criminal felon/serial-rapist/likely pedophile.",0
1jXO9fW3,The comment section is making me cry😢😢😢😢😢,1
sbB3P86J,There is no proof either way.,0
f7zU94T8,everyone loves u should be proud,1
6cKXw3gd,I have trouble sleeping in the morning when I'm at night shift. What about you? Share your ideas for a better sleep.,1
fS2AAwif,"Kiwiaiuijkm I will do that with you in my heart ❤️ you know what you mean to see 👀 and your body and your face are so.      

Edit:my little brother said ts",1
QPDd5Otq,hello,1
J4fpeimO,Spiegazioni chiarissime,1
zqSGOON8,29/11/2025 If youre reading this i hope you heal from the things you dont tell anyone,1
8cUazmgW,Think of all the MAGA people who are going to die because they believed Donald Trump and RFK Jr's lies LOL,0
HPx0kl8F,Bill Cassidy is a spineless coward just like the rest of the GOP.  I don’t care what he says.,0
GW4dqvOa,Omg this relaxing helps ALOT RELAX my mind and body and tension!!,1
c5c4PuOZ,You idiot! You just said two kids died but you don’t seem to care by kicking out Kennedy. Your license should be revoked.,0
JAkA2kUC,I agree with RFK. People should listen to him. The Amish do not vaccinate and are the healthiest in USA. Also Seventh Day Adventists,0
3XEE7Spb,Thank u finally my child is a sleep from on her iPad for 10AM,1
tyjioj3f,"A message to all the weary souls around the world —
to everyone exhausted by the noise around them,
to those who have begun to cherish solitude and find in it a safe haven and a source of peace,
not isolation, withdrawal, or depression.
A thousand greetings to everyone who has rediscovered themselves,
to those who are getting to know their true selves for the very first time,
to everyone experiencing a new birth,
to all who have finally found their inner peace.
15/11/2025",1
8Gci0nhl,Beutiful,1
MuwlAeTW,People who have CHRONIC illnesses are not advised to have Health Savings Accounts what are they supposed to do?,0
Yp4fzT3s,Thats what the government  wants. Population control,0
zPWD3gTI, @amandaacevedo9663  i play it b4 sleep and it’s amazing,1
KO1zRQAg,Such a weakling.,0
Vvra8puy,"Bill doesn’t wanna hurt his daddy’s friend…what a great guy, right?😏",0
HuxlS3Al,"Tapper is a trash journalist. Looking for politicians to fight each other for a tending moment, instead of finding solutions!!!!",0
NLDuePnL,Any one here November 2025?,1
lgwB0oIY,"DX 
NOOB HAHAHAHAHHAHAAHAHHAHHAAHAHAHAHAHAHAHHAHHAHAHAHAHAHAHAAHHAHAHHAHHAAHHAHAHHAHAHAHAH",1
hkgV6yt9,Cassidy is piss weak. How much sucking up can politicians do? Cassidy should be removed.  Or alternatively make a public statement slamming this f'wit RFK.  Buy a billboard or 100. Take out some ads. But make up for this or leave the job you idiot.,0
AGemRa44,This idiot is a doctor?😅he speaks like a bad administrator who repeats the words of hire ups,0
blMViA3A,what a lovely melody to listen to hashtag busted a nut love this dont ever stop ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1
ZoJdI0CV,It's not inside the beltway Senator! Stop letting yourself off the hook for making a horrible decision to support this horrible candidate.,0
fPMsFP0f,No one reads the CDC website. This is such a cop-out answer. He can't admit that he messed up. What a joke.,0
u2gouXwz,спс мне очень нравиться я хорошо концентрируюсь с этой музыкой!,1
Q9QMTe7Y,😂😂😢😮😮❤,1
T8RxRFQF,hello,1
XCUr18ze,Just haww😴😴,1
GJ6ESfyO,"so relaxing music and the visuals are perfect, thank you",1
gHliPwaZ,"Can’t sleep on my own tonight, that’s why I am back  again !!",1
bySDSbO0,Love the humor in this.,1
2vlgo4ff,I love everyone in the comment sections...u dont see lots of people like that now'n days,1
ZOH0uSoO,It’s crazy how this can literally relax your mind and everything and just put you at peace 🥹❤️,1
vbKlLVMg,Jake is a good little lap dog for big Pharma,0
sLCTIROt,"Yes, chilling when a little under the weather. Very soothing.",1
hgdujCrG,"I have to acknowledge how Cassidy pushed back against Jake trying to sensationalize this interview. It was a reach for Jake and a wast of time and irrelevant. Everyone understand how stupid it was for Cassidy to vote to nominate RFK, we dont need him to say it.",0
whloXtor,2025 anyone?,1
QTrkW3cy,thanks for the music .,1
IxkhuTZX,"Anyone in 2025?
I like this channel 😊",1
Jpm1DZjv,"we dont know  each other here.. maybe some of u come from europe, come from asia.. etc.. we are from  different country.. different race.. but now we are here together to find peace.. No matter where are you from, what your race. we are here for one reason. find peace.. lets pray together no more  war in this world. World  is more beautifull if we live together as a peacefull.

Goodnight, From viet nam",1
3d4VD3aG,"Don't take health advice from POLITICIANS, ask a health care professional YOU TRUST.

Would you let RFK Jr. design or operate a nuclear power plant? Because he is EXACTLY as qualified to do that as he is to give health care advice to the nation. ASK AN ACTUAL DOCTOR, ffs.",0
M270oVZn,"If you're reading this message, I want you to know that you're not alone. When you're feeling empty and as if nothing matters anymore, it’s important to take a moment for yourself. Close your eyes and take a deep breath. We all experience times when darkness seems to overshadow our souls. In those moments, remember that you are a source of light. Your light has the power to touch and change lives, even when you may not realize it. The universe wants you to know that better days are coming, and you have the power to make them happen. Believe in yourself, be kind to yourself, be gentle with yourself, and keep moving forward. Stay positive, and go with the flow.  Remember, whatever you are fighting, you've got this. The human body possesses the ability to heal itself. Cherish the present as if there is no tomorrow. Don't think too much.",1
s7OQPcvm,RFK Jr is only in this job because of the republican senators approving him when they KNEW! he was not qualified. Vote out all the ones running in 2026. They have caused great damage to the country with their cowardice!,0
Y2ixpy7s,I appreciate the positivity.,1
ZFtXdBI0,What is the difference between AOC and Bill Cassidy?  Nothing both are dumb as hell.,0
qYTC3234,Omg hi!,1
leVJ9IqN,I'm here thanks 😊,1
CYUNNT1o,"6:02 Is it ""He said/She said"" or is it more like Doctor, what is your medical opinion? Is it good or bad?",0
KKDOwNSD,"hello ,  thanks for the music .",1
wA5ELhEC,"If rfk is anything, it’s fringe!",0
gD6k6nQh,I put this song and my chick Sleep fast😂,1
0wcwW3Ge,I love soft music,1
YG5moFbB,"As a physician, he understood the danger RFK represented.  A few thousand in a health savings account will not pay the premiums.  What an effing coward!",0
dDO0jOVH,"There’s something truly magical about how gentle melodies like this can quiet the noise inside your head. It feels like the world slows down for a few minutes — just peace, warmth, and a reminder that calm still exists. Whoever made this, thank you for bringing light into such a noisy world. 🌿✨",1
7tXfmvpA,you are the perfect you . perfect in every way,1
SRT53Jrv,Anyone finish stranger things?,1
q1oMflGU,WOW is a slip 😄😄💌,1
pnVXb28C,6:58  😡🤬NO!,1
hVa7GGYO,Slimy disgusting snake taking our country down,0
Hu5ySa7i,He's wrong. Vaccines are not proven to be safe. It's a crap shoot like the flu shot.,0
HvDdF12X,"None covering up. All locked out.??
Then Senator strength of 2 per state can be reduced to 1 per state and each with a governor as final authority. Supreme court leads disputes nationally. After this kick out 200000 Ukrainians to check movers. None found, you are done. World is dead under it.",0
8ZGvCUMH,"Does he understand that having health insurance and needing care are 2 different costs for patients. We pay premiums then we pay for the care given to us. $2000 isn’t going to help me pay my premiums and the deductible,",0
qGRN8LeW,Vaccines are not safe.,0
3e8AzjDa,"Example of a totally immoral man is Cassidy. He knows better but deflects and lies. He knew Kennedy wou,d be what he is.",0
6rxQoHIY,November 2025,1
jBuZzIRd,"Spreading the word search Candance Owens tt page her latest post has been shadowed banned and stated this:

Two days ago, I was contacted by a high-ranking employee of the French Government. After determining this person’s position and proximity to the French couple, I have deemed this information credible enough to share publicly in the vent that something happens. 
In short, this person claims that the Macrons have executed upon and paid for my assassination. Yes, you read that correctly. More specifically, that the green light was give to a small team in the National Gendamarine Intervention Group. I am told there is one Israeli that is on this assassination squad and the plans were formalised.
Again, this person provided concrete proof that they are well placed within the French Government apparatus.
Further to this point, this person claims Charlie Kirk’s assassin trained with the French Legion 13th brigade with multi-state involvement.
Journalist Xavier Poussard’s life is also at risk. This is deadly serious. The heard of state of France apparently wants us both dead and has authorised professional units to carry this out.
I ask every person to RETWEET and share this.
I do not know who in the American government can be trusted, since this source claims our leaders are aware. But I have more specific information which is definitely verifiable, should they care to reach out to me.
To the brave official in France who did this because they were so moved by the evil of Charlie’s public execution to risk their own life – May God bless you. Truly.",0
pxdKpGpp,"I ANYONE of those senators was concerned about Americans' health, they would not have voted for him. Dispicable! And cowardice, and they know it!",0
GEiadj5Y,"Dear everyone who reads this, we don't know each other but I wish you all the best in life and happiness.",1
050FjZva,I love this music it's so relaxing,1
YjvtYw40,He’s full of shit,0
U68BdGdY,Yes I am here.,1
pxNLJGzb,"Recently Trump said RFK Jr is doing excellent job which 
means Trump is supporting anti-vaccine.",0
SmrYiGak,58:08 58:09 58:10 58:10 58:10 58:10 58:10 58:10 58:10 58:12 58:14 58:16 58:17 58:17 58:19 58:20 58:21 58:22 58:23 58:24,1
sUIV1Tq7,What an embarrassment,0
yI0BiPVI,Weak clown.,0
TiyCLSgA,Primary Dr Barrasso!,0
BKMgiXOV,"Never mind Jake, you just go and write another book making sh*t up about Biden.",0
VpEHvUdj,I listen to this every night as I fall asleep.,1
4zrwycBm,"Just say it, you want to maintain your Senate seat, and you voted for RFK for Sec HHS, to avoid a Trump-backed primary challenger.",0
aWgXYrK5,hello everyone how are you doing today? 37:18,1
DWMVxd6A,🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢,1
p3SuJ38v,Anyone in march 2030? (Jk obviously 😂) have a great day,1
NtYiqiR6,❤❤🎉🎉❤❤,1
taVZpsdQ,11:30 hayallerin gerçekleşdi 2026,1
TGXzKpOj,"""Look Jake, you want me to admit what is clearly true, and obviously I am not going to do that.""",0
h8RFfEE3,This dude is to blame for RFK Jr. being confirmed. He needs to make it his life's work now to strongly fight against RFK Jr.,0
xoiiEghC,Republicans suggest getting off exchanges and buying their health insurance independently. FROM THE SAME INSURANCE COMPANIES ON THE EXCHANGES!! Does nobody see what I am seeing?,0
rqF6LtPn,Awesome for getting you to unwind after encountering a lot of stress. I am really struggling now and need help.,1
Ewk81wBL,"So sad and embarrassing trump administration has simped the republican congress, makes perfect sense he’s a legislator from Louisiana",0
mDwhliwX,Very nice music,1
RQaqe15k,"I would never forget this night and how i am feeling right now but i will be back here when this moment becomes from the past. 
Life is a gift not supposed to be fair but it’s worth living once u start living under the perspective that pain is part of life it took me too much time to realize that and stop worrying about it because it happens to us for a reason so choosing our pain and embrace it give some meaning 
Accepting then evolving is the ley",1
R6p8sKZa,Skvelé,1
co8UZ8aP,Sen. Cassidy has blood on his hands.,0
Qvprp1Kk,"We suggest that Britain establish an airbase in Cyprus and fight and defend Israel, killing 20,000 children in Gaza alone, and killing people in Lebanon, Yemen, and Syria. We say to London: Enough! Send weapons to Israel, and all British psychiatrists should be sent to Israel to treat their intense desire to kill and shed the blood of children. Stop, Britain! You have crossed the line of morality of Jesus Christ, son of Mary.",0
0MLo6E4r,Cassidy is a coward. Letting RFK Jr. kill people is his legacy.,0
BXDaCtQW,SO CHILL OMG <33 LOVE THE VIBE,1
NeRTMXT1,"Hello stranger,if you're reading this i just want to give you a big internet hug no matter who you are.Don't stress yourself that much,i get how you're feeling💖💖",1
LzLn1CUs,"You may question the safety of vaccines. Why? Because that's how science works. And I'd rather have safer vaccines. We're not going back to the COVID era lunacy that CNN and the like propagated with the ""don't question the science rhetoric."" That was absolutely insane.",0
CFAooQdL,Good Job Tapper!,0
TuHQu1P0,What a chicken!,0
TELXKPb4,20 percent was a GIFT BILL. They could use whatever they wanted to before. Hence $100 million annual CEO salaries.cmon man.,0
VeS36PIF,Asterisk??? Very few people even know what that asterisk means!!!,0
bYRXavWD,Having Slimolina Tea from Planet Ayurveda in the evening with soft music has become my favorite ritual. It calms my mind and helps me stay light and refreshed from within.,1
aXsqdrpP,"“There are things more important than ideology” says the man who confirmed RFK Jr. in service to ideology, what a coward",0
3QqYxJ3a,Anyone here November 2025 ? 🤔♥️,1
fBX2nF1z,I,1
1Y6hwxbP,"6.11.2025 ,,,,,,  02:54 Am",1
92QYaQDD,"How can we get rid of Kennedy, before he kills even more of our children,",0
yvp3Wuw0,"I've been listening and watching this for close to 10 years... And it's still my go too for reading, sleeping and meditation.. the sound now has a lot of nostalgia attached to it aswell.. thank you for making this ❤",1
SiQVzE86,For som odd reason when I listen to this i think of dying light 2 and idk why,1
Hlksagf5,This guy is not a doctor. Why can’t Americans afford health care ???? You Sir are not smart are you,0
KcjPIFa6,"People don't need a bronze plan, then need the same plan Sen Cassidy's has.",0
ENplYukc,Its titialting how pathetic the chair of a health committee is.,0
e165Oqf2,Raw,1
Mdhv5nu6,🫄,1
RiMnm6Q7,"He keeps on saying Trump is for vaccines, but Trump nominated RFK Jr an antivaxer to head the Dept. 

What Trump says should never be believed Senator.  You’ve been lied to again.",0
q0msesao,😍,1
M7BXm3ze,Absolutely disgusting. Shame Shame Shame on Bill Cassidy. I will never understand this behavior. Boy Bye,0
v0mz0Z7j,"The vaccine court has paid out over $5 billion to 12,000 plaintiffs that have been injured or killed by vaccines",0
46PkRcUL,HEY JAKE: When does your book on your coverup of Trump's decline and dementia come out?!,0
TbGdlDqP,These republicans voted to confirm RFK Jr now they trying to downplay everything. Screw them,0
WiSqJL0N,My only birthday wish today is that whoever reads this knows they’re amazing and I believe in you.,1
oBmb2rdN,"아름다운 영상과 편안한 음악, 또 보러 들렸습니다~",1
cuDz6fYI," @heinz-juergenmeissner3126  Maybe you are  misunderstanding  the Data. I know how the ARR is calculated, maybe you don't understand that the ARR is the Risk difference if you do not take any vaccine. A risk benefit analysis is easy tp perform and the key reason why the FDA has said without the ARR information you will make a suboptimal decision. It is also used to find the Number needed to Vaccinate NNV to stop one infection.",0
WbA1vxt9,Night Time,1
sc2G8Z4w,Thank you and happy belated birthday to you,1
i0WhiyUW,This lands low in the body — like a hum. I just finished a small piece with that same vibration,1
PaVAlySd,Cassidy is a TOTAL SELLOUT. What makes this really shitty is that he’s a doctor and knew RFK was a quack. Total POS POLITICAL ANSWER. He confirmed his nomination anyway and now he thinks he can assuage his guilt by talking to major news outlets to express his “strong concerns.” Yet I see no real action being taken to remove RFK or push back in meaningful ways against his anti-science policies. His decision to confirm RFK will lead to countless deaths in this country. So much for the hypocratic oath.,0
kokUyXt0,<<<------- Click here for relaxing,1
l37vS8iO,Just admit he’s lying and trump is saying vaccines aren’t safe stop lying,0
D6CxjNNT,This music is so relaxing after a full day of school,1
CwcB9kCA,Why give an infant an std vaccine?,0
ImZb6Hlc,MAGA stay unvaccinated please we don't want you here,0
reRuZKdN,RFK has been like a bull in a china shop. Demand his resignation now!,0
b8uieU6N,SHAME on Cassidy for putting his political career ahead of his medical expertise and children’s’ lives.  And thank you Jake Tapper for speaking up.,0
MyVaLVwA,November 24th 2025 - Cape Town 22h10 😊,1
W8gKwM3H,"he got his numbers wrong. You pay 3 TIMES (3!) MORE for a private insurance company interfering then EVERY OTHER DEVELOPPED COUNTRY PAY FOR UNIVERSAL HEALTHCARE.

You have a huge crass useless costly parasyte, PRIVATE INSURANCE. That useless step cost you collectively TWO THIRD OF ALL YOU COLLECTIVELY PAY AND YOU DONT HAVE HEALTHCARE FOR THAT INSANE COST.

That guy, there, he knows that,.",0
srEctmtK,Yooo,1
cZSMZv86,Is anyone here at the end of 2025?,1
sPkAlnJp,"Tapper said ""going to result in more dead Americans"", I just want to clarify; it is not just Americans.  We got idiots down here in Australia, that see what RFK and Trump say about vaccines or Acetaminophen/Panadol/Tylenol.  They are convincing idiots around the world to kill themselves, their children, other people,  other people's children.  Fck RFK, fck Trump, fck the lot of them.",0
mXUMDqVw,"Hi y’all, I know you guys have been going through a tough life, but we still need enough sleep. So, let us all enjoy this peaceful music and go to sleep 😊.
Goodnight from HK 🇭🇰",1
mX2gy5Em,"sending everyone a virtual hug rn, were all going through everything together ❤",1
eL7BhP6t, @chrisdemetriou7635 thx Bro,1
9fTGQmg5,nice.,1
CcYu7Oas,Pls like me or sad i Love u 😮,1
SIxZm8TP,🇼🇫,1
afWrHSaO,Muito bom! Dorme rápido!!,1
wlXcvZ2N,Me going through the comet's for the last 6 Year 😢 my  people were really scared...😢😢😢,1
sfdUxtjs,He is a coward. I thought a doctor’s first oath was to do no harm.,0
qmnLXnC7,The intro hooked me instantly.,1
QrDH83qj, @yaswantkrisnaa8444  Are you a time traveller?,1
hHgrPkPw,"More people are going to die because of what RFK, Jr is doing. Cassidy could have prevented it - other GOP Senators followed his lead because he’s a physician. But he put party first. And he SHOULD criticize a member of the Trump administration who is not only doing a bad job but who is endangering the health and well being of the American people. What is wrong with these republicans?",0
9tFCSzqG,"Cassidy, a RINO, lied to the people of Louisiana who voted for him on many occasions. He needs to be replaced.",0
35lNBJGX,Donald Trump believes we're giving children too many shots too soon,0
iFoxKUg5,N Jake just lets the brown-noser kiss Trump’s arse again and again.,0
peFWTicg,"""I speak as a physician"" that my leader is not wrong",0
9ipSy877,Dr Cassidy is the modern day Dr. Frankenstein,0
vlciPDWJ,"Thanks bro appreciate those optimistic thoughts, I must say that you live as happily as you want and make your darkness vanish by the light of hope  and become successfull",1
MIfDsYLC,Cassidy's obituary should start by stating that he facilitated and enabled the greatest demise in American public health of the last half century if not longer. Shame!,0
dv4eZJwD,Far Olivia jemz👍,1
rMK7TPkw,RFK needs to be locked away in a mental hospital,0
2bCCrHOP,He told the Truth A Hole. There is no study showing a vaccine does not create Autism using a Inert Placebo. We say that testimony given to congress. Go RFK jr. Stop the Media Madness.,0
BnKMAfRn,Sen Bill Cassidy has received over 1.2 million from big pharma since 1990,0
OdwoScwP,Anyone here in April 2026?,1
ew43sXdf,"Cassidy is more politician than doctor. Doesn’t deserve his medical license. 
And no, Trump doesn’t agree with you or he would rein in his Health Secretary, RFK Jr., or outright fire him. 
Cassidy is a coward.",0
flwoooJy,Yeppp,1
i6P23lTA,Thanks!,1
YuDPAcHE,Crazy ass nut case,0
2lk8MGJ0,Thanks,1
oE3PO3Jh,❤️ I enjoyed this very much.  Thank you 🙏 I also watch  @RelaxationAutoplay,1
