text,eticheta
"I am a parent and former Marine who visited the CDC web site when needed, prob 4-6 times a year. I see reports of CDC being gutted and no longer look at web site. RFK jr has everything to do with CDC going stupid, as a whole.",1
SHAME on Cassidy for putting his political career ahead of his medical expertise and children’s’ lives.  And thank you Jake Tapper for speaking up.,1
 @SumonKumarBiswas-j9p  22 November,0
Dont play it on 2x speed💀sounds like ghosts,0
"Cassidy is fully responsible for this, he knew this would happen and he chose party over country.",1
Happy birthday to you🎉🎉🎉🎉🎉🎉🎉,0
"아름다운 영상과 편안한 음악, 또 보러 들렸습니다~",0
Bill Cassidy has no spine. How shameful. Always reminding people that he's a doctor.....smh. Any market-based plan is unsustainable. Medicare for all!,1
56:29 😊😊🎉🎉 56:41 😊,0
Not only do Trump and his administration need to be held accountable but his enablers need to also be held to account.,1
"Bill doesn’t wanna hurt his daddy’s friend…what a great guy, right?😏",1
"The vaccines are not safe! There is a boat load of evidence, both academic and anecdotal,  that clearly shows high rates of complications and death associated with the RNA vaccines! It's only fake news that keeps pushing this poison, while hiding the facts about it.",1
What?,0
This guy doesn’t admit mistakes and then correct them. Not someone you want making decisions for anyone.,1
Me,0
Stop listening to anything the CDC says until after 2028.,1
I think we should all sleep😴😴,0
"Mmmmmhhhh very relaxing this, I know this sleep is going to be very sweet, I send you all my love from the Netherlands :)",0
"More people are going to die because of what RFK, Jr is doing. Cassidy could have prevented it - other GOP Senators followed his lead because he’s a physician. But he put party first. And he SHOULD criticize a member of the Trump administration who is not only doing a bad job but who is endangering the health and well being of the American people. What is wrong with these republicans?",1
"To the one reading this in the dark, in bed, in tears, in silence — you made it through today. That’s enough. Let this music soothe the noise in your mind. Sleep well. You did your best.",0
"Most chill sleep paralysis experience I ever had, thanks 😉",0
Can I get a hi from everyone please,0
He keeps saying Trump says vaccines are safe then why not fire RFK?,1
"https://youtu.be/39LfHN8tPVE?si=jOtDlOtBKv43Lt1N

https://youtu.be/9PZznzWAapA?si=SK-MjegLW-JVt7NZ

https://youtu.be/xzSsxs2zhyI?si=s1SVYEbUxo9aEaTy

🌿https://youtu.be/crhWgnN9aZY?si=oeFXy82E1cKWFMqO

incienso y mirra",1
Anyone here as of 2025 ??,0
Fuck you! Improve the ACA. Liars and grifters.,1
This is the same government that told us psychedelics will put you in a mental institution. Why should we ever believe anything that comes from it 💯😂,1
3:42,0
Anyone finish stranger things?,0
This guy is not a doctor. Why can’t Americans afford health care ???? You Sir are not smart are you,1
"RFK Jr. is a walking embarrassment to all Irish people everywhere. I would absolutely LOVE to watch Ken Casey kick his ASS. RFK Jr. had a brainworm that ate some of his brain, defecated in what was left, and then died of malnutrition.",1
It's not inside the beltway Senator! Stop letting yourself off the hook for making a horrible decision to support this horrible candidate.,1
"It may be tough right now. You may feel alone and sad. Just know that everything will get better, in time. Just be strong and keep living. Everything will be okay. You matter in more ways than you can imagine. Keep going please. Just keep going.",0
life is short and you and yours had better make the best of it.,0
What a coward,1
4,0
"Anyone in 2025?
I like this channel 😊",0
Jake Fapper 🤡 News Network reporting,1
me a 10 year old,0
❤❤❤❤❤❤,0
Sakoon ❤,0
Raw,0
This guy IS the problem and too smug of a jackass to Anny up and apologize. For being a jackass. Worked with doctors for 27 years. A damn shame his parents wasted a half million dollars and 15 years of school after college…should have just burned it….,1
People who have CHRONIC illnesses are not advised to have Health Savings Accounts what are they supposed to do?,1
"so relaxing music and the visuals are perfect, thank you",0
now i can do home work,0
Annoying more than relaxing,0
Anyone here November 13th 2025?,0
omfg guys im cooked,0
Hello,0
Bank accounts what a LOAD OF MORE BULLSHIT,1
"He's right about vaccines being safe, but wrong about Trump
Trump ran on an anti-vaccine platform
Because that is what MAGA wanted",1
"Mmm, this is quite soothing 😌",0
"Sen. Cassidy, you voted to allow a known, by you, kook to be in charge of this country's health care. You are just as culpable as he is for every child's death due to being unvaccinated.",1
Have come back to this video for years. Still the best sleeping music out there for me. November 2025,0
"The premiums are the problem not the deductibles.  $30,000/year are the premiums for 2 people on a bronze plan.  Why did the GOP and Trump administration not come up with a plan before they  destroy ed what’s available.  BTW you through the American people under the bus when you voted to approve RFK Jr.",1
Blah blah blah. IMPEACH KENNEDY! Universal health care for all citizens! Listen to BERNIE!!!,1
"I'm not a physician. I use the CDC website, as do many others I know. I travel, I use it for travel warnings. I use it to see what sorts of diseases are becoming more prevalent. And I review recommendations for vacinations, including for myself.",1
Rick Scott is skilled in ripping off consumers and stuffing dollars into his pocket. He made his wealth and political life by stealing from Medicare and Medicaid and then running off before the law zoomed in.,1
here 22/11/2025,0
What a whimp.,1
I am here in Brazil,0
"This is so relaxing! I’m just starting out, but I’d love to offer my time and just listen if anyone wants to talk.",0
ةبليل,0
December 2025 anyone?!?!,0
"What gets me, yes, I think his policy sounds good, why didn’t he suggest it years ago to Obama or Biden? I’m sure if it is better they would have accepted it, but he didn’t want them to look good, now, it makes trump look good. What a coward",1
Wait..... You're saying that they are safe?!?!?!!?!? Hahahahahahahaha,1
Be sure,0
7 november 2025.....❤❤,0
He worked on a Saturday! How nice of him!,1
"I had stress when Grandpa passed away, I couldn't study properly becuase of my stress, And this is the perfect music you ever want to play in your life.",0
I agree with RFK. People should listen to him. The Amish do not vaccinate and are the healthiest in USA. Also Seventh Day Adventists,1
If Republicans would pass Universal healthcare we would be a much healthier nation!! That is a ridiculous plan to send money to people to buy there own healthcare y’all know it is incredibly hard for individuals to shop for their own healthcare plans and if the pre existing conditions clause is removed!!,1
​ @honestshawty  Your caring comment to Barbara really touched my heart.May every day of your life be filled with love light and happiness.❤️🙏,0
"This Senator voted to confirm a handful of unfit, unqualified candidates, including RFK Jr.  He is just as culpable for all of the negative actions this administrations have taken as the people in the cabinet making the decisions.  There is no excuse for an educated expert in the field to confirm obviously unqualified candidates.  His failed leadership in this area is part of the problem.  You can’t rubber stamp something you ethically know is wrong.",1
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,0
Are we certain that this Joker is a physician?,1
"Does he understand that having health insurance and needing care are 2 different costs for patients. We pay premiums then we pay for the care given to us. $2000 isn’t going to help me pay my premiums and the deductible,",1
Retire,1
I use to wach this when I was like 5,0
"Nov 29, 08:09 to 08:19 (Meditation)",0
"I always wondered... did Donald Trump ever meet Jack Cassidy? I guess Jack was about 20 years older. If he did meet him, I would love to hear any story he might have! Jack was an incredible man, and actor.",1
"Yeah, Jasmine's here.",0
Slimy disgusting snake taking our country down,1
Weak clown.,1
Bill Cassidy is a spineless coward just like the rest of the GOP.  I don’t care what he says.,1
November 2025,0
Exactly. Jake didn't point that out.,1
"Waste, Fraud, and Abuse: RFK, Trump, Musk",1
Anyone in 2026?,0
"Just another disgrace of a Senator, forgot about the Hippocrates oath and confirmed a buffoon",1
Coward.blood on your hands,1
So less coverage????? But higher pay but yet the government is going to help cover the extra cost for less coverage 🤔 .so who wins again is insurance company,1
I’m am in November 🎉,0
😂😂😢😮😮❤,0
Cassidy knows this is his fault and the only way he can fix this is to file articles of impeachment to RFK Jr for lying to the Senate.,1
Spiegazioni chiarissime,0
"Thank you i have a long day that what i lookin for, Calm and peace",0
hello everyone how are you doing today? 37:18,0
What an embarrassment,1
"RFK, Jr has no idea about anything in regard to health. Remove him from his position!!",1
Me!!,0
So he is going to do nothing!,1
"Can’t sleep on my own tonight, that’s why I am back  again !!",0
Be strong 💪💪,0
5:28 The best action by RFKJr is dismantling the corrupt group of individuals at the FDA and their numbed bought betraying AMA.,1
🫄,0
"Hats off to Sen Cassidy, he is not ashamed of proudly acknowledge he will never stop kissing Trump's big fat ....",1
"Sadly, the Democratic Party of her grandfather John F. Kennedy is dead and buried and replaced by an anti-American Marxist Communist Party.",1
Kennedy is putting people in front of deaths door. Why is he being so calm and nice to Kennedy when people are dying? This guy is a wimp. He is not fighting for us.,1
Thank you!,0
this melody’s a secret garden at dusk. U belong here. May calm n bliss dance thru ur hours. 🌿,0
sorry Cassidy but you showed yourself to be a simp by believing kennedy...,1
"The experts, say. Where have I heard that before. Oh yeah back in the seventies when they were saying that oil and coal and all are fossil fuels were going to be depleted by 1990. And gas is going to be $5 a gallon by 1980. That's what they're experts said. Why because they wanted them to say it. Why do they want them to say it so they could bring in a nationwide 55 mile an hour speed limit. Why did they want to 55 Mi an hour speed limit period to conserve fuel so they can fill up the Quarry salt quarries that they bought up in the late seventies around New Orleans. Where they hold the reserves. They can get their damn experts to say whatever they want damn just say it because they're all broke. You can buy study saying that turds are tasty in prayer of nutritious meal if you got enough money the experts will back you up",1
"I'm blue and liberal as they come so this is not an ideological perspective. Jake Trapper's interview with Sen. Cassidy was one of the worst demonstrations of journalistic integrity I've seen for the number of below belt cheap shots someone can take. And for what, to stir up drama and conflict for the sake of ratings. You can't talk about lowering the tone on political rhetoric and then turn around and stir the pot with interviews like that. Shame on you Jake for being a hypocrite.",1
Yeppp,0
"How on earth can a physician dismiss as ""politics"" or tittle-tattle something as seriously dangerous as having someone in charge of US healthcare who is damaging the foundation of our entire system?  It seems that being a senator is more important to him than being a responsible physician.  Frankly, he should be removed from both positions, as he has broken his vows to both.",1
I am,0
Everything goes right believe yourself,0
Bull shit.!!!!!,1
My fricking brother said this btw,0
"So if Bobby lied to congress, that’s perjury…just saying",1
Just admit he’s lying and trump is saying vaccines aren’t safe stop lying,1
He doesn’t have a problem running down Democrats when he disagrees with them but can’t criticize anyone in the Trump administration.,1
Same tune for 3 hours not for me,0
Omg hi!,0
"lol I’m never getting health insurance again. We need to end all insurance industries, all for profit healthcare leaches, and creating government funded unions in industries that our society needs. Until you do that you’ll just have young people giving up on America completely. Or the shitty ones who rise to the top while pushing the rest into the mud. That number is quickly getting outnumbered 1000 to one. Eventually we’ll be stringing you up like an ornament.",1
Your doctor you are supposed to do no harm. Clearly you have done lots of harm.,1
"What’s wrong Jake? Sir, we don’t get you on here as a father, brother, physician. We get you on here as a Senator. Do your job!!’",1
"This audio is so soothing for meditating, I love it, thank you",0
"Tuesday, November 11, 2025 at 9:58 pm",0
"ଚୀନ ଦେଶରେ କୋଣସି ଜିତି ଧର୍ମ ଵେବସ୍ତା ନାହିଁ 
ସେମାନେ ଦ୍ରୁତ ଗତିରେ ଆର୍ଥିକ ଉନତି କରୁଛନ୍ତି 
 ସମସ୍ତ ଭାରତୀୟା ମାନଙ୍କୁ ଶିଖିବା କଥା 
ସେମାନେ କର୍ମ ଉପରେ ବିଶ୍ୱାସ କରନ୍ତି",0
"The family of Porter Bridges was awarded $20 million by the vaccine court for you know what......
https://youtu.be/PdTVAF4lobQ?si=amlJrnkpKSMTD0IM",1
💤💤💤💤💤💤💤💤💤💤💤💤👁👁👁👇👇👇,0
Yea i'm here,0
I only hear this for sleep 😭,0
This video is so calming. The atmosphere feels exactly like the kind of cozy vibes I want to create too. You did an amazing job.,0
Its titialting how pathetic the chair of a health committee is.,1
Zero accountability...,1
The next leader America elects needs to sign a bill that every single American gets yearly vaccinations and boosters for all vaccines available. PERIOD! These uneducated Republicans are insane.,1
This is so outrageous he talks around himself like he doesn't want to upset his idiot friends. They have never had a plan except to keep talking about how bad Obamacare is,1
"A bunch of ignorant uneducated racists running the country and none of them are actual physicians, it's sickening",1
"His position is just untenable

And to think éthat MAGA were upset that the DEM supported obstinately the ageing Biden!!?
Against all logic

But nothing to the shameful acrobatic these guys have to go through
day in, day out
With a slew of reality defying harmful lies",1
What a lot of bs. What a coward. He's a weak man. Vote him out. He's an embarrassment to doctors. Weak coward.,1
"Don't know if someone is reading this, but if you are: it doesn't matter where you are right now on this planet, I wish you a wonderful day and a happy, peaceful life where all your dreams come true. You are amazing and beautiful! I believe in you! 🌿",0
"Science is not immune to corruption. There are a lot of good sciences out there, but they’re also a lot of scientist  depending on who’s funding their research stifles the scientific community.",1
This music is so relaxing after a full day of school,0
Anyone here on November 2025 ❤,0
Co ja teraz myślę że dalsze życie to już nie ma sensu brak wiary lęk i brak już siły nie zrozumie mnie nikt za dużo kosztowało mnie życie ŻYCIE NA SIŁĘ MOŻE PORA JUŻ ODEJŚĆ ODPOCZĄĆ,0
Bill Cassidy is weak-kneed and out-of-step with what real people on the ground deal with.  How can we trust anything he says?,1
"After the tirade on Tylenol segment during Trump's ""Cause of Autism"" variety show, he went on to tell folks how they should break down their vaccine dosages/combinations. Is that legal? I mean he is giving medical advice to the nation specifically based ""how he feels"" and those are his words.",1
Step down Cassidy,1
"Here comes the 1 year firings from Trump, he did it first term.  Only reason he hasnt this time, is there is no one else to hire :D.",1
As a medical professional I no longer care that Cassidy is a doctor. He is still the moron responsible.,1
What is the difference between AOC and Bill Cassidy?  Nothing both are dumb as hell.,1
Gibberish!,1
Hlo everyone,0
"Hey friends 💙 if you’re feeling stressed, lonely, or just need a calm space to breathe, I make relaxing ambience videos to help you find peace again — gentle rain, cozy nature sounds, and calm forest vibes for sleep and healing. 🌲☕
You’re not alone — come rest your mind for a while. 🌧",0
He said the most important thing there are some things that are more important than ideology,1
"make peace in my mind, relax and free me after all day long Thank you very much <333",0
6:58  😡🤬NO!,0
Me,0
Come from Bangladesh.  এখানে বাংলাদেশের কেউ আছেন??,0
I just want better grade and looking,0
"Repeat again and again, this doctor repulbican either worried or scared to use his voice , power and most imprtant life saving knowledge to correct  and/or condemn the CDC leader for giving false informationS to force people to believe his lies.
People die because 
of your irresponsibity and the CDC guy Kennedy. You guys are having blood on your hands now and counting on.😢😢😢😢😢😢😢😢😢😢",1
SICK ASS LIARS,1
The good doctor’s answers are rather bizarre in light of the proclamations of the new CDC…WTF….,1
''How do we make America healthy?'' Get rid of Trump and JFK.  Cassidy is a doctor and yet he voted destructive JFK into power - as a Republican he is willingly destroying health care for Americans.,1
We have an loon in charge of America's health! RFK is going to cause even more people to not get vaccinated which means more deaths! This administration is horrendous!,1
"does cutting research and funding as well as people working in the NIH ""Making America healthy""?",1
🙂‍↕️,0
You have to lie to work for trump,1
yes still alive,0
He's wrong. Vaccines are not proven to be safe. It's a crap shoot like the flu shot.,1
lol he worked all day on it ???  They’ve had since 2016 to “replace” the ACA. Best they’ve had is “concepts” of a plan.  HSA is not the answer - creating a real market for healthcare so patients could shop around would lower prices !,1
Dr Cassidy should be ashamed!,1
Think of all the MAGA people who are going to die because they believed Donald Trump and RFK Jr's lies LOL,1
So he's the reason we have this whole nut job. What a dumb ass. He doesn't care if American are healthy.,1
نعم..,0
"I ANYONE of those senators was concerned about Americans' health, they would not have voted for him. Dispicable! And cowardice, and they know it!",1
Here from steak,0
20 percent was a GIFT BILL. They could use whatever they wanted to before. Hence $100 million annual CEO salaries.cmon man.,1
This guy is from Louisiana?  He doesn't sound like Louisiana.  How did he get voted in?,1
🇹🇼,0
"having anxiety about something happening to my mom. these thoughts often keep me up crying, anxiety is so debilitating!!",0
"“Vaccines are safe” for some. Tell this to the parents of healthy children who are injured AFTER vaccination. As a physician, NOTHING is safe. Medicine is NOT an exact science. Experimental scientists posing as ‘Doctors’ are betraying people by misleading them into gender ideology and body mutilation.",1
Bản nhạc thật tuyệt vời,0
"RRK says to forget about vaccines. RfK JR believes if we all drink from him and flow through his American Canyon, everyone will be healed from all ailments.",1
"These Republicans are terrified of Trump. They will criticize anyone but Trump. If he agrees vaccines are safe, why allow RFK Jr do that, especially since it represents your government.",1
"Pure magic! This instrumental speaks directly to the soul, proving that music alone can be more powerful than words.",0
Good job not owning your role in RFK Jr buddy. Keeping it classy!,1
How much human crap stains joining trump putin jinping on sea floor in pacify Kraken now?,1
"How can we get rid of Kennedy, before he kills even more of our children,",1
 @Msasdrl  lol,0
"Who cares what Cassidy thinks?

He lets it happen.",1
Billy got his phd at trump university .,1
Me,0
100% safe is just false advertising. If it were 100% safe then no one would be getting adverse effects from it or even dying from it.,1
Bill Cassidy is a clear-cut example of what's wrong with the US. There is no excuse.,1
"None covering up. All locked out.??
Then Senator strength of 2 per state can be reduced to 1 per state and each with a governor as final authority. Supreme court leads disputes nationally. After this kick out 200000 Ukrainians to check movers. None found, you are done. World is dead under it.",1
Who else is watching this in 2025? ??,0
so relaxing,0
She’s even dumber with the big hair.,1
"Can I sleep while listening to this? Or do you suggest I listen the dream video you've uploaded? Which one do u recommend for a sound sleep? I get panic attacks amidst dreams.. It scares me to fall asleep.. But, just a few months back, I could sleep all day.. Something is happening.. Feels like something is changing.. Coming back to the point, hehehe, which video should I listen to for a sound peaceful sleep?",0
Yeah I think I was shining,0
Pls give mi 10 .00 lias,0
But Remember idiot that if it wouldn’t be for you we wouldn’t have this crazy person there.,1
I  believe the question was DID HE LIE TO YOU!!!,1
This sound feels like peace itself. 😍❤,0
RFK Jr has read more medical studies than everyone in this chat combined. Including these two idiots on the screen,1
Anti vaccine degenerates need to be locked away in special prisons for fraudsters and useful idiots 😊,1
"Very nice & soothing, Dear thanks for sharing 🪔",0
So he lied under oath who is gonna prosecute him?,1
We should stop giving republicans a channel to disagree with the admin. We should force them to do it on their own silo’d networks like fox. That audience needs to hear this.,1
You should be bowing your head in shame not smirking. This ridiculous bullshit is your fault. Yours and every one of you idiots that voted to place the world’s dumbest jackass in charge of our health.,1
"...and here's the Bill (Bill the Coelenterate, Invertebrate Bill Cassidy) for RFK, jr.'s  unscientific antivax dilletantism and DJT's casual policy anarchy.
And One More Blahblahblahblahblahmahamaga
Doubleplusgood duckspeaking R!",1
"And he believed him? C'mon people. No matter what happens, these Trump sycophants will say and do anything to gain and keep power.",1
This is what happens when you put party over principles and now we have to suffer under RFK delusions,1
Vaccines are not safe.,1
 @RanaUmer-r5k2q  ❤️❤️❤️,0
Idiots believe what they are paid to believe,1
❤,0
"Bonjour, j'aime beauoup",0
Owned by pharma…. Fuck em up!,1
😢😢,0
No.,1
"just stay calm, relaxed. and dont forget to be kind to other people and spread that kindness, because i know that your life is great one and will continue to be a great one",0
COMPLETE METHANE,1
"I don't know what should I do in my life why I am like this 
Strong how I be
But
I am hurted , deeply hurted,in immense pain, hopeless,no where 😭😭😭",0
"That's the problem you clown, RFK is disputing it. What do you not understand?????",1
“Beautiful sounds! I’ve just uploaded a similar 4K relaxing nature video on my channel — would love if someone checks it out 🌿”,0
"I have to acknowledge how Cassidy pushed back against Jake trying to sensationalize this interview. It was a reach for Jake and a wast of time and irrelevant. Everyone understand how stupid it was for Cassidy to vote to nominate RFK, we dont need him to say it.",1
 @SumonKumarBiswas-j9p  yes,0
Just another loop...Do you call this a musical composition?,0
WOW is a slip 😄😄💌,0
Goodnight everybody.,0
Cassidy is a coward. Letting RFK Jr. kill people is his legacy.,1
November 2025 😊,0
This dude is to blame for RFK Jr. being confirmed. He needs to make it his life's work now to strongly fight against RFK Jr.,1
Just haww😴😴,0
This is for the wealthy am looking for the poor people like me,0
Absolutely spineless,1
Yep,0
"Tell the truth, how about that?",1
RFK has been like a bull in a china shop. Demand his resignation now!,1
I listen to this every night as I fall asleep.,0
"""Don't be misled""....dude, you put this guy in a position of power and now American people are at risk! YOU ARE COMPLICIT!",1
"Perfect for a long day work, lovely healing for sleep thank you so much i gonna love this",0
"""I speak as a physician"" that my leader is not wrong",1
It's ok in life when you get tired to follow your dreams ❤,0
❤😊November  2025 beautiful thanks,0
"“There are things more important than ideology” says the man who confirmed RFK Jr. in service to ideology, what a coward",1
😊lawpiii ❤🎉,0
This soundscape saved my life.,0
"The GOP is a party committed to death, mendacity, hate, lawlessness, fascism, evil. Everything is done in the service and to benefit a corrupt and evil criminal felon/serial-rapist/likely pedophile.",1
Then why did u stand up and make those comments?!?!  Soo fkn weak!!!,1
"None of my grandchildren didn't get vaccinated, and they are doing just fine",1
"I  will do you know what to get 😏 😂for 😂in this Yandoor Duvet and 😮and the other one of our 767


Edit:my little brother said ts",0
"Pathetically Insane Incompetence , pass a comprehensive health care bill pronto and impeach Trump and entire GOP  Criminally Insane entire ADMIN ,CORRUPTION & QUACKERY including QUACK CASSIDY",1
"Bill Cassidy, you are such a coward!! You are more worried about Trump being upset with you instead of calling out what is obviously wrong. People like you, who put partisanship ahead of the health of our country. You should be ashamed of yourself",1
"The Senator refuses to be accountable for his actions, shameful",1
"That was really uplifting and powerful your energy and clarity are so strong, and the way you delivered your message really inspires me. 🙌",0
You got conned my friend,1
I find it funny that the Republicans keep bringing up health savings accounts. They say people will be able to pay for the medical care out of them which is true. But I don't believe you can pay your premiums from it so you're still going to have to deal with high premiums regardless.,1
"Cassidy, a RINO, lied to the people of Louisiana who voted for him on many occasions. He needs to be replaced.",1
"How about instead of these petty attempts, how bout go after the hospitals and insurance companies and come up with a fixed-rate system.",1
Just a few minutes of relaxing music can calm the heart and lighten the mind—it's a remedy that needs no prescription.,0
"Jake!! You let this despicable cowardice stand?!?!?
Cassidy abdicates his oaths as a doctor and an erected representative, refuses to man up and admit his vote to confirm Kennedy was a huge mistake, and you let this fool with zero credibility spin more BS that Repugnicans give a flying football about Americans' health and health care!!??. Jake, get some rest and come back with a little more fire.",1
"So will we each get $50,000 for healthcare.  This plan never says what it will pay people.  If it’s $2,000. That is not enough to find a plan and pay for the monthly premiums.",1
"I used to read the CDC website. NOT ANYMORE and not until our current ""health secretary"" is out of office! Why would I TRUST the CDC website while RFK Jr is sending such a twisted message about vaccines and many other peer reviewed medical treatments? 

Hearing the Republicans do an about face and act like they all of a sudden care about their constituents is seriously shocking and very, very low, especially after they refused to work with the minority party to do THE VERY SAME THING. This BS about HSA deposits to ""cover the deductible"" is also BS. Have you seen the new deductibles? I have and 1 or 2k dropped in an HSA is going to do fuck all to help cover a 12k out of pocket cost for someone who earns less than 60k a year. They have to spend 12,000.00 BEFORE insurance will pay a dime. What is 1 or 2 k going to do for those folks? They will have and pay for, USELESS insurance policies that will make even more $ for the insurance companies because the people paying for these garbage policies will be stuck paying or lose insurance entirely. Also, an HSA doesn't give the patient more control over what procedures you get. That's another lie. The insurance company still determines whether or not all HSA spending your $ on is ALLOWABLE based upon the insurance companies policies.

They do not care about the American people. They care about the PERCEPTION of the American people to NOT see through their lies and half truths and to swallow down whole, anything that they now say is the truth.",1
11:30 hayallerin gerçekleşdi 2026,0
"You're becoming the best version of yourself. Hang in there, and you'll shine brighter than before! :)",0
Why it's kinda scary 😟,0
2:26,0
Feeling alone?? Trust me guys it's a kind of peace when you're start enjoying it!!🤍,0
Well if Cassidy is on CNN speaking about JFK then it must be negative.  That is the only people that CNN allows on their network.  Pure propaganda against the GOP is all that CNN does.  Don't believe me - then watch them.,1
Seek peace in your life and purge all negative energies 😊🎉❤,0
I don't have friends.,0
You idiot! You just said two kids died but you don’t seem to care by kicking out Kennedy. Your license should be revoked.,1
"Is there something wrong with this fellow RFK Jr. 
He sounds strange when he speaks and looks a little agitated.",1
Every trump supreme court justice lied in their hearings😮,1
Cassidy has no credibility.  Why even have him on the show???  Why give him a platform.,1
<<<------- Click here for relaxing,0
"Oh, hey, he just admitted that Republicans are all against good health.  Republicans changed the insurance policies!  You dip, Cassidy!  You people are so full of CRAP!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1
❤,0
How do you make America healthy?  You don't brainlessly cling to empty phrases and bs.   You don't vote for a clearly derange human being with a known penchant for unhealthy lies about medicine and vaccines.,1
Another spineless Republican who are to blame for Americas problems!,1
Google Gemini said this is the best video and it is so relaxing😊😊😊,0
"The vaccine is a Democrat hoax. Clearly, Robert Kennedy Jr. never had any vaccine, which makes him speak so firmly and forcefully.",1
This is the one I use every night now😂,0
"That's a bunch of BS, i wouldn't be surprised if they threaten his life and his family, and that's why he said that. I will never trust doctors, i didn't know and I never will, they're all full of BS. Just like the covid shot, give me a break and go screw off",1
"Don't take health advice from POLITICIANS, ask a health care professional YOU TRUST.

Would you let RFK Jr. design or operate a nuclear power plant? Because he is EXACTLY as qualified to do that as he is to give health care advice to the nation. ASK AN ACTUAL DOCTOR, ffs.",1
Anyone here after 21 November 2025?,0
"Nuremberg 2.0
Fauci and the whole vaccine gang - Crimes against humanity.
Sorry, but the death penalty is insufficient punishment.",1
So can we lock these two up since they disagree with the government? 😂,1
Jake's lost his bearings & marbles in this interview.,1
Cassidy should be struck off,1
محشررررره🩵🌈,0
I love you all. I'm from Egypt.😘🥺🫶,0
"Can we just admit, every politician out of Louisiana is an idiot?",1
"There’s something truly magical about how gentle melodies like this can quiet the noise inside your head. It feels like the world slows down for a few minutes — just peace, warmth, and a reminder that calm still exists. Whoever made this, thank you for bringing light into such a noisy world. 🌿✨",0
Pure cowardice the republican party has been castrated by an ignorant fake president 😢,1
"This is how bad it is. We i the uk and also.in most of europe has had to put out warnings, that people must ignore and disreguard any medical.advice coming from the american government and rfk. 


Hiw does that make you feel that the rest of the world has to put out warnings to ignore  your insane goverbmen",1
November 2025…,0
"Recently Trump said RFK Jr is doing excellent job which 
means Trump is supporting anti-vaccine.",1
There is absolutely no such thing as scientific consensus. That is the opposite of science. Do some open minded research on the history of vaccines and the crap that's in them now compared to 60 years ago and so much more.,1
"""I'll leave it at that."" What a coward! How people can continue to elect and re-elect these cowards is beyond my comprehension.",1
These republicans voted to confirm RFK Jr now they trying to downplay everything. Screw them,1
Beautiful,0
A mesma repetição constante. Assim fica péssimo.,0
Asking an invertebrate if he has a spine is pointless.,1
very relaxing music,0
And it's nonsense responses like this as to why American politics isn't based in facts.,1
Dont give up friend.,0
Coward,1
Remember this is the same maga man who confirmed RFk 😮😂😂,1
My only birthday wish today is that whoever reads this knows they’re amazing and I believe in you.,0
Hi,0
"Example of a totally immoral man is Cassidy. He knows better but deflects and lies. He knew Kennedy wou,d be what he is.",1
Skvelé,0
"People- children- will die, Bill. Trump undermined the Hep B vaccine as though he were a doctor. This is your legacy",1
"Yes, chilling when a little under the weather. Very soothing.",0
"Dag this dude just saying all kinds of bs. They won’t do better in health care. You want  to take care of health care? You need to have the super rich and rich corporations pay their fair share, problem solved. You know this doesn’t take a genius to know this.",1
"Sen. Cassidy won't condemn Trump's RFK Jr because
he rather endangers children than upset Trump. 
He'll burn in hell",1
It’s great to fall asleep to.,0
MAGA stay unvaccinated please we don't want you here,1
Ra ka chi ki cha ka chi ki cha ka chi ki cha...!!!,1
me,0
Me going through the comet's for the last 6 Year 😢 my  people were really scared...😢😢😢,0
"Why did he refer 5 times to President Trump? Is he a doctor or maybe a public health scientist or a vaccine expert?
Did RJK have any plans on reducing the cost of healthcare ? I think this is not the reason why he wants to be a secretary HHS?",1
Happy birthday!,0
i from🇩🇰 i Love you😀😃😄😁😆🥹😍🥰😘😞😮‍💨👌,0
Absolutely loved it.,0
Spineless.,1
Anyone here November 2025,0
OMG Cassidy has to go.  What a political weasel.,1
Ta myśl. Wraca każdego dnia 😔,0
Informed consent is an inalienable human right. Cassidy is a drug pusher working for big pharma.,1
Tapper is a jabroni,1
"🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹
https://youtu.be/17U29fOZ7dM?si=eDuBDlX0sbkarb4j",1
I need to make sure I let Trump's petty vindictive ass know I'm still in the maga cult😮 Pathetic 😮😢,1
nice.,0
I’m back and I still listen to this ❤😊,0
Something is killing us all and I'm glad RFK is getting to the bottom of it.,1
This video was fun and informative.,0
"His responses were bad all the way through but starting at 5:22 it is atrocious. He knows he defended, and continues to defend, the indefeasible and doesn't like being confronted about it.",1
"After casting that deciding vote . . . how ""Dr."" Cassidy can face himself in the mirror every day is a fair question.  He is a good MAGA fascist banana Republican.  Physician?  He has willfully violated his Hippocratic Oath!",1
Elle est bien,0
HE SAID TRUMP BELIEVES ITS SAFE SO NOW IM SKEPTICAL LOL,1
